iter	Logloss
220	0.2813908607
221	0.2811727221
222	0.2810114229
223	0.2807799662
224	0.280617859
225	0.2804236104
226	0.2803415387
227	0.2801385948
228	0.2800127959
229	0.2798521516
230	0.279753033
231	0.2795836996
232	0.2793789283
233	0.2792250869
234	0.279010501
235	0.2788218101
236	0.2786705774
237	0.2784727183
238	0.2783086012
239	0.2781443093
240	0.2779253414
241	0.2778130986
242	0.2775825619
243	0.2772867755
244	0.2771248488
245	0.2769866606
246	0.2768569887
247	0.2766527995
248	0.2765094904
249	0.276372035
250	0.2762290039
251	0.2760813862
252	0.2759759803
253	0.2758324714
254	0.2757473367
255	0.2755420065
256	0.2754870642
257	0.2753584702
258	0.2750961852
259	0.2749845405
260	0.2748829547
261	0.2747790613
262	0.2745974799
263	0.2745001109
264	0.274303852
265	0.2741518181
266	0.2740902266
267	0.2739736291
268	0.2738191832
269	0.2736907778
270	0.2736349625
271	0.2735175698
272	0.2732851383
273	0.2731660538
274	0.2730257102
275	0.2727783279
276	0.2725732011
277	0.2724048832
278	0.2722387963
279	0.2719988556
280	0.2718684768
281	0.2717682174
282	0.2716505325
283	0.2714219668
284	0.2712522202
285	0.271103216
286	0.2710413445
287	0.2708014731
288	0.2705994031
289	0.2705280082
290	0.2703969524
291	0.2701789581
292	0.2700663235
293	0.2697668049
294	0.2696338452
295	0.2695444914
296	0.2693798971
297	0.269200257
298	0.2690956324
299	0.2690117243
300	0.2689532072
301	0.2687824256
302	0.2686648501
303	0.2685890675
304	0.2684096146
305	0.2682844281
306	0.2682033844
307	0.2681080827
308	0.2679528948
309	0.2678349192
310	0.2676922582
311	0.2675625895
312	0.2674753287
313	0.2674069793
314	0.2672890673
315	0.2671542142
316	0.2670168506
317	0.2668637904
318	0.2667291545
319	0.2666173899
320	0.2665319719
321	0.2664557712
322	0.2663354382
323	0.2662662152
324	0.266168778
325	0.2660145559
326	0.2659489795
327	0.265775732
328	0.26564731
329	0.2655391456
330	0.2654403612
331	0.2653310721
332	0.265183806
333	0.2650472552
334	0.2649456611
335	0.2647807975
336	0.26460009
337	0.2644879243
338	0.2644113745
339	0.2642589312
340	0.2641509324
341	0.2640498811
342	0.2638880129
343	0.2637648615
344	0.2636651487
345	0.263503885
346	0.263437162
347	0.2633153037
348	0.2631635171
349	0.2630377906
350	0.2629786805
351	0.2628419107
352	0.2627108474
353	0.2626235784
354	0.2624514824
355	0.2622931448
356	0.2621945425
357	0.2620936139
358	0.262006656
359	0.2618776695
360	0.2618305655
361	0.2617890679
362	0.261710428
363	0.2615473083
364	0.261401082
365	0.2613055385
366	0.2611979462
367	0.2610834525
368	0.2608996316
369	0.2607907325
370	0.2606558642
371	0.2605462649
372	0.2604293561
373	0.2603049865
374	0.2602177882
375	0.2600792687
376	0.2599578043
377	0.2598757654
378	0.2597134546
379	0.2595964344
380	0.2594469561
381	0.2593476207
382	0.25921455
383	0.2591365882
384	0.2590262973
385	0.2589143343
386	0.258795188
387	0.2586596977
388	0.2585869199
389	0.2584720208
390	0.2583974422
391	0.2583043778
392	0.2581530889
393	0.2579498695
394	0.2578848205
395	0.2578260292
396	0.2577151882
397	0.2575990855
398	0.2575286627
399	0.2574387413
400	0.2573064654
401	0.2571862616
402	0.2570900414
403	0.256977565
404	0.2568775332
405	0.2567743188
406	0.256687329
407	0.2565587247
408	0.2564901148
409	0.256382652
410	0.2562614641
411	0.2561785544
412	0.2561108419
413	0.2559964652
414	0.2558673077
415	0.2558080208
416	0.2557382758
417	0.2556549606
418	0.255513625
419	0.2554368214
420	0.2553509976
421	0.2552472496
422	0.2551386946
423	0.2550867033
424	0.2550150616
425	0.2548889053
426	0.2548099083
427	0.254719517
428	0.2546228095
429	0.2545403015
430	0.2544033521
431	0.2543114301
432	0.2541728179
433	0.2541074583
434	0.2539855209
435	0.2538813328
436	0.2537493246
437	0.2536710026
438	0.25357814
439	0.2534970192
440	0.2534197665
441	0.2533428309
442	0.253275878
443	0.2531565751
444	0.2530883431
445	0.2530189728
446	0.2528701431
447	0.2527539106
448	0.2526740765
449	0.2526338608
450	0.2525258572
451	0.2524315462
452	0.2523565634
453	0.2522896307
454	0.2522193527
455	0.2521567397
456	0.2520432296
457	0.2518925315
458	0.2517896894
459	0.2517112769
460	0.2516253379
461	0.2515429209
462	0.2513579227
463	0.2512846768
464	0.2511909097
465	0.2511174871
466	0.2510414148
467	0.2509489479
468	0.2509248891
469	0.2508406809
470	0.2507471442
471	0.2506544455
472	0.2505408046
473	0.2504541403
474	0.2503261981
475	0.2502245136
476	0.2501226698
477	0.2500366724
478	0.2499831263
479	0.2499003868
480	0.2498298827
481	0.2497177399
482	0.2496156033
483	0.2495483521
484	0.249436243
485	0.2493602146
486	0.2492992848
487	0.2491873029
488	0.2490945056
489	0.248999156
490	0.2489105034
491	0.2488088294
492	0.24868005
493	0.2486077231
494	0.2485034249
495	0.2484815885
496	0.2483873186
497	0.2483275014
498	0.2482414817
499	0.2481451022
500	0.2480423561
501	0.2479584889
502	0.2479154363
503	0.2478123134
504	0.2477434624
505	0.2476487639
506	0.2475502377
507	0.2474444296
508	0.2473278051
509	0.2472598593
510	0.2471691067
511	0.2470532012
512	0.2469226241
513	0.2468388993
514	0.2467787881
515	0.2466931495
516	0.2465893755
517	0.2465262592
518	0.2464349951
519	0.2463653079
520	0.2462465245
521	0.2461476037
522	0.2460675352
523	0.2459931114
524	0.2459036433
525	0.2458425024
526	0.2457229564
527	0.245614223
528	0.2454951455
529	0.245430654
530	0.2453555134
531	0.2452768324
532	0.2451615664
533	0.2450547563
534	0.2450103332
535	0.2449229446
536	0.2448403127
537	0.244762376
538	0.2446872185
539	0.2445944797
540	0.2445015361
541	0.2444192822
542	0.2443726353
543	0.2442792016
544	0.2442096299
545	0.2441039371
546	0.2440331578
547	0.2439689275
548	0.2438721203
549	0.2438163894
550	0.2437592691
551	0.2437027602
552	0.2436112446
553	0.2435411962
554	0.24341532
555	0.2433420788
556	0.2432970272
557	0.2432300329
558	0.2431666485
559	0.2430819535
560	0.2430206228
561	0.2429508553
562	0.2428915556
563	0.2428031362
564	0.2427296485
565	0.2426332246
566	0.2424834209
567	0.2423877655
568	0.2422905441
569	0.2422040912
570	0.2421259729
571	0.242001288
572	0.2419147277
573	0.2418215848
574	0.2417533824
575	0.2417066356
576	0.2416136336
577	0.2415657125
578	0.241471932
579	0.2414141063
580	0.2413193101
581	0.2412669153
582	0.2412183231
583	0.2411051467
584	0.2410465071
585	0.2409458
586	0.2408437709
587	0.2407474363
588	0.2406518521
589	0.2405909425
590	0.2404743133
591	0.2404088879
592	0.2403174314
593	0.2402199661
594	0.2401527431
595	0.2400042944
596	0.2399556955
597	0.2399065572
598	0.2397984105
599	0.2397169634
600	0.239652229
601	0.2395810663
602	0.2394789976
603	0.2394421095
604	0.2393844638
605	0.2392940848
606	0.2392145365
607	0.239171612
608	0.2391160678
609	0.2390210872
610	0.2389658712
611	0.2388677472
612	0.2388133468
613	0.238795831
614	0.2387091677
615	0.2386297298
616	0.2385675134
617	0.2384760047
618	0.238413558
619	0.2383304374
620	0.2382170798
621	0.2381572573
622	0.2380976495
623	0.238032503
624	0.2379578559
625	0.2378524115
626	0.2377614609
627	0.2377039055
628	0.2376413444
629	0.2375511084
630	0.2374660063
631	0.2374060638
632	0.2373174336
633	0.2372299711
634	0.2371390555
635	0.2370178393
636	0.236946113
637	0.236855401
638	0.2367708999
639	0.2367257158
640	0.236631915
641	0.236510665
642	0.2364019762
643	0.2363019201
644	0.2362253431
645	0.2361125846
646	0.2360332065
647	0.2359840344
648	0.2359077412
649	0.2358281541
650	0.2357393721
651	0.2356597609
652	0.235537231
653	0.2354559247
654	0.2353773851
655	0.2353153106
656	0.2352237773
657	0.2351726024
658	0.2351170319
659	0.2350149674
660	0.2349504955
661	0.2348875786
662	0.2347707353
663	0.2347254499
664	0.2346555982
665	0.2346077036
666	0.2345745467
667	0.2345434139
668	0.2344690412
669	0.2343298031
670	0.2342496504
671	0.2341693949
672	0.2340923663
673	0.2340313803
674	0.2339607118
675	0.2338844785
676	0.2338058809
677	0.2337084739
678	0.2336341656
679	0.2335707292
680	0.2335000223
681	0.233394137
682	0.2333204112
683	0.2332786254
684	0.2332158253
685	0.2331236396
686	0.2330555512
687	0.2329835229
688	0.2329320421
689	0.2328038034
690	0.2327422095
691	0.2326654664
692	0.2325774444
693	0.2325012335
694	0.2324347022
695	0.2323729983
696	0.2323155303
697	0.2322776749
698	0.2322013178
699	0.2321490667
700	0.2320815027
701	0.2320105526
702	0.2319480138
703	0.2318881697
704	0.2318215469
705	0.2317643111
706	0.2317080707
707	0.2316212801
708	0.2315642876
709	0.2315026598
710	0.2314488318
711	0.2313822312
712	0.2312849107
713	0.2311926284
714	0.2311228941
715	0.2310357889
716	0.2309662798
717	0.2308856609
718	0.2308211292
719	0.2307363428
720	0.2306874123
721	0.2306500369
722	0.2306033905
723	0.2305534382
724	0.2304890898
725	0.2304110306
726	0.2303042287
727	0.2302434492
728	0.2301964331
729	0.23014051
730	0.2300904945
731	0.2299829785
732	0.2299327339
733	0.2298556469
734	0.2297896064
735	0.2297015707
736	0.2296123823
737	0.2295746998
738	0.2295121671
739	0.2293832271
740	0.2293106357
741	0.229249095
742	0.229214627
743	0.2291497128
744	0.2290842827
745	0.2289978912
746	0.2289250357
747	0.2288213597
748	0.2287860594
749	0.228720224
750	0.2286520342
751	0.2285898926
752	0.2285406506
753	0.2284345577
754	0.2283806281
755	0.228337005
756	0.2282444281
757	0.2282099279
758	0.2281527951
759	0.2280608495
760	0.2279895974
761	0.2278950696
762	0.227830911
763	0.2277587407
764	0.2277083476
765	0.2276812811
766	0.2276359071
767	0.2274900686
768	0.2274328798
769	0.227355734
770	0.2272878963
771	0.2271989088
772	0.2271122384
773	0.227049658
774	0.2269883138
775	0.2268960008
776	0.2268513523
777	0.2268054614
778	0.2267059277
779	0.2266419256
780	0.2265988554
781	0.2265436399
782	0.2264381337
783	0.2263647337
784	0.2262944606
785	0.2262040818
786	0.226145921
787	0.2260593747
788	0.2259739061
789	0.2258970261
790	0.2258614546
791	0.2257966372
792	0.2257598614
793	0.2256944791
794	0.2256002832
795	0.2255369096
796	0.2254679087
797	0.2253955599
798	0.2252953455
799	0.2252023825
800	0.2251378605
801	0.2250784446
802	0.2249595148
803	0.2249188883
804	0.2248637982
805	0.2248101349
806	0.2247662316
807	0.2247203104
808	0.2246370294
809	0.2245293207
810	0.2244616485
811	0.2243946397
812	0.2243229871
813	0.2242383977
814	0.2241530801
815	0.2240925644
816	0.223997031
817	0.2239396601
818	0.2238662412
819	0.2237824536
820	0.2237164444
821	0.2236546136
822	0.2235784506
823	0.2234862573
824	0.2234069174
825	0.2233349387
826	0.223285897
827	0.2232303506
828	0.2231295421
829	0.2230545196
830	0.2229617446
831	0.222915115
832	0.2228494773
833	0.2227795403
834	0.2227341397
835	0.2226767037
836	0.2226350485
837	0.2225664143
838	0.2224956147
839	0.2224288855
840	0.2223822048
841	0.2223127221
842	0.2222326498
843	0.2221488703
844	0.2220879185
845	0.222003929
846	0.2219591317
847	0.2219224655
848	0.2218780668
849	0.2217899562
850	0.2217161921
851	0.221627491
852	0.221552967
853	0.2215116671
854	0.2214494879
855	0.2213889204
856	0.2213389895
857	0.221267959
858	0.221203339
859	0.2211602974
860	0.2210766019
861	0.2209898096
862	0.2209253823
863	0.2208719929
864	0.2208595717
865	0.2208414233
866	0.2207974994
867	0.2207298117
868	0.2207168059
869	0.2206726803
870	0.2206196395
871	0.2205667181
872	0.2205171639
873	0.2204636549
874	0.2204012674
875	0.2203417965
876	0.2202689859
877	0.2201980802
878	0.2201482646
879	0.2200608462
880	0.2199584487
881	0.2198952844
882	0.2198496505
883	0.2197881606
884	0.2197248414
885	0.2196692363
886	0.2195994405
887	0.2195271701
888	0.2194511931
889	0.2193991781
890	0.2193418358
891	0.2192784229
892	0.2192215399
893	0.219157226
894	0.219101563
895	0.2190211336
896	0.2189677263
897	0.218894515
898	0.2188383366
899	0.2187731293
900	0.2186914986
901	0.2186379863
902	0.2185697111
903	0.2184976086
904	0.2184256839
905	0.2183634815
906	0.2182962527
907	0.2182143712
908	0.2181548574
909	0.2181184001
910	0.2180881995
911	0.2180272338
912	0.2179796808
913	0.2179405843
914	0.2178357481
915	0.2178040667
916	0.217751838
917	0.2176835152
918	0.2176077953
919	0.2175400409
920	0.2174816711
921	0.2174284462
922	0.2173974639
923	0.2173256501
924	0.2172311631
925	0.2171685591
926	0.2170882309
927	0.2170335672
928	0.2169491962
929	0.2168837699
930	0.2168533928
931	0.21680819
932	0.2167476965
933	0.2166745898
934	0.2166263647
935	0.2165782285
936	0.2165405041
937	0.216491801
938	0.2164302428
939	0.2163649027
940	0.2163282058
941	0.2162417421
942	0.2161900299
943	0.2161506272
944	0.2160695814
945	0.2160248962
946	0.215961788
947	0.2158623413
948	0.2158238282
949	0.2157506396
950	0.2156470245
951	0.2155636179
952	0.2155017234
953	0.2154200911
954	0.2153710671
955	0.2153197014
956	0.2152829536
957	0.2152135478
958	0.2151640579
959	0.21508555
960	0.2150109791
961	0.2149009274
962	0.2148342168
963	0.2147414766
964	0.2146323154
965	0.2145805948
966	0.2145105607
967	0.2144496608
968	0.2143676924
969	0.2143106834
970	0.214238076
971	0.2141868533
972	0.2141246111
973	0.2140455864
974	0.2140110774
975	0.2139433506
976	0.2139127215
977	0.2138303689
978	0.2137972483
979	0.2137144443
980	0.2136735481
981	0.2136239407
982	0.2135615032
983	0.2134719926
984	0.2134306734
985	0.2133688084
986	0.2133154467
987	0.2132433429
988	0.2132135196
989	0.2131726015
990	0.2131236212
991	0.213080269
992	0.213027974
993	0.2129629234
994	0.2128746852
995	0.2127911612
996	0.2127172331
997	0.2126565215
998	0.2126162313
999	0.2125828246
